id,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,total_sleep_records,total_minutes_asleep,total_time_in_bed
1503960366,2016-05-08,10060,6.579999924,6.579999924,0,3.529999971,0.3199999928,2.7300000190000002,0,44,8,203,574,1740,1,594,611
1503960366,2016-05-09,12022,7.71999979,7.71999979,0,3.450000048,0.5299999714,3.74000001,0,46,11,206,835,1819,1,338,342
1503960366,2016-05-10,12207,7.769999981,7.769999981,0,3.3499999049999998,1.159999967,3.25999999,0,46,31,214,746,1859,1,383,403
1503960366,2016-05-11,12770,8.130000114,8.130000114,0,2.5599999429999998,1.00999999,4.550000191,0,36,23,251,669,1783,1,285,306
1644430081,2016-04-29,3176,2.3099999429999998,2.3099999429999998,0,0,0,2.3099999429999998,0,0,0,120,1193,2498,1,119,127
1644430081,2016-04-30,18213,13.23999977,13.23999977,0,0.6299999952,3.140000105,9.460000038,0,9,71,402,816,3846,1,124,142
1644430081,2016-05-02,3758,2.7300000190000002,2.7300000190000002,0,0.0700000003,0.3100000024,2.3499999049999998,0,1,7,148,682,2580,1,796,961
1644430081,2016-05-08,6724,4.889999866,4.889999866,0,0,0,4.8800001140000004,0,0,0,295,991,2987,1,137,154
1844505072,2016-04-15,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,1,644,961
1844505072,2016-04-30,4014,2.670000076,2.670000076,0,0,0,2.6500000950000002,0,0,0,184,218,1763,1,722,961
1844505072,2016-05-01,2573,1.700000048,1.700000048,0,0,0.2599999905,1.450000048,0,0,7,75,585,1541,1,590,961
1927972279,2016-04-12,678,0.4699999988,0.4699999988,0,0,0,0.4699999988,0,0,0,55,734,2220,3,750,775
1927972279,2016-04-13,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,1,398,422
1927972279,2016-04-15,980,0.6800000072,0.6800000072,0,0,0,0.6800000072,0,0,0,51,941,2221,2,475,499
1927972279,2016-04-26,3761,2.5999999049999998,2.5999999049999998,0,0,0,2.5999999049999998,0,0,0,192,1058,2638,1,296,315
1927972279,2016-04-28,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,1,166,178
2026352035,2016-04-12,4414,2.74000001,2.74000001,0,0.1899999976,0.349999994,2.200000048,0,3,8,181,706,1459,1,503,546
2026352035,2016-04-13,4993,3.0999999049999998,3.0999999049999998,0,0,0,3.0999999049999998,0,0,0,238,663,1521,1,531,565
2026352035,2016-04-14,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,1431,1,545,568
2026352035,2016-04-15,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,1444,1,523,573
2026352035,2016-04-16,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,1373,1,524,567
2026352035,2016-04-17,838,0.5199999809,0.5199999809,0,0,0,0.5199999809,0,0,0,60,1053,1214,1,437,498
2026352035,2016-04-19,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,1,498,540
2026352035,2016-04-20,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,1667,1,461,510
2026352035,2016-04-21,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,1370,1,477,514
2026352035,2016-04-22,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,1399,1,520,545
2026352035,2016-04-23,12357,7.7100000380000004,7.7100000380000004,0,0,0,7.7100000380000004,0,0,0,432,458,1916,1,522,554
2026352035,2016-04-24,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,1401,1,555,591
2026352035,2016-04-25,6017,3.7300000190000002,3.7300000190000002,0,0,0,3.7300000190000002,0,0,0,260,821,1576,1,506,531
2026352035,2016-04-27,6088,3.7699999809999998,3.7699999809999998,0,0,0,3.7699999809999998,0,0,0,286,586,1593,1,508,545
2026352035,2016-04-28,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,331,626,1649,1,513,545
2026352035,2016-04-29,7604,4.7100000380000004,4.7100000380000004,0,0,0,4.7100000380000004,0,0,0,352,492,1692,1,490,510
2026352035,2016-04-30,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,1506,1,573,607
2026352035,2016-05-01,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,1447,1,527,546
2026352035,2016-05-02,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,0,355,716,1690,1,511,543
2026352035,2016-05-04,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,0,345,530,1658,1,538,560
2026352035,2016-05-05,12167,7.5399999619999996,7.5399999619999996,0,0,0,7.5399999619999996,0,0,0,475,479,1926,1,468,485
2026352035,2016-05-06,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,1736,1,524,548
2026352035,2016-05-07,4193,2.5999999049999998,2.5999999049999998,0,0,0,2.5999999049999998,0,0,0,229,665,1491,1,511,521
2026352035,2016-05-08,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,1555,1,541,568
2026352035,2016-05-09,10685,6.6199998859999996,6.6199998859999996,0,0,0,6.599999905,0,0,0,401,543,1869,1,531,556
2026352035,2016-05-10,254,0.1599999964,0.1599999964,0,0,0,0.1599999964,0,0,0,17,1002,1141,1,357,380
2026352035,2016-05-11,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,330,569,1698,1,523,553
2026352035,2016-05-12,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,1364,1,456,485
2320127002,2016-04-23,5079,3.420000076,3.420000076,0,0,0,3.420000076,0,0,0,242,1129,1804,1,61,69
2347167796,2016-04-13,10352,7.010000229,7.010000229,0,1.659999967,1.940000057,3.410000086,0,19,32,195,676,2038,1,467,531
2347167796,2016-04-14,10129,6.699999809,6.699999809,0,0.01999999955,2.74000001,3.9400000570000002,0,1,48,206,705,2010,1,445,489
2347167796,2016-04-15,10465,6.920000076,6.920000076,0,0.0700000003,1.419999957,5.429999828,0,1,24,284,720,2133,1,452,504
2347167796,2016-04-17,5472,3.619999886,3.619999886,0,0.07999999821,0.2800000012,3.25999999,0,1,7,249,508,1882,1,556,602
2347167796,2016-04-18,8247,5.449999809,5.449999809,0,0.7900000215,0.8600000143,3.789999962,0,11,16,206,678,1944,1,500,557
2347167796,2016-04-19,6711,4.440000057,4.440000057,0,0,0,4.440000057,0,0,7,382,648,2346,1,465,514
2347167796,2016-04-21,10080,6.75,6.75,0,1.850000024,1.529999971,3.380000114,0,23,26,208,761,2048,1,460,484
2347167796,2016-04-22,7804,5.159999847,5.159999847,0,0.5600000024,1.679999948,2.920000076,0,9,27,206,781,1946,1,405,461
2347167796,2016-04-23,16901,11.36999989,11.36999989,0,2.779999971,1.450000048,7.150000095,0,32,35,360,591,2629,1,374,386
2347167796,2016-04-24,9471,6.260000229,6.260000229,0,0,0,6.260000229,0,0,0,360,584,2187,1,442,459
2347167796,2016-04-25,9482,6.3800001140000004,6.3800001140000004,0,1.269999981,0.5199999809,4.599999905,0,15,11,277,653,2095,1,433,471
2347167796,2016-04-26,5980,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,227,732,1861,1,436,490
2347167796,2016-04-27,11423,7.579999924,7.579999924,0,1.860000014,0.400000006,5.320000172,0,26,9,295,623,2194,1,448,499
2347167796,2016-04-28,5439,3.5999999049999998,3.5999999049999998,0,0,0,3.5999999049999998,0,0,0,229,764,1854,1,408,450
2347167796,2016-04-29,42,0.02999999933,0.02999999933,0,0,0,0.02999999933,0,0,0,4,2,403,1,411,473
3977333714,2016-04-12,8856,5.980000019,5.980000019,0,3.0599999429999998,0.9100000262,2.00999999,0,44,19,131,777,1450,1,274,469
3977333714,2016-04-13,10035,6.7100000380000004,6.7100000380000004,0,2.029999971,2.130000114,2.549999952,0,31,46,153,754,1495,2,295,456
3977333714,2016-04-14,7641,5.110000134,5.110000134,0,0.3199999928,0.9700000286,3.819999933,0,5,23,214,801,1433,1,291,397
3977333714,2016-04-15,9010,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183,644,1468,1,424,556
3977333714,2016-04-16,13459,9,9,0,2.029999971,4,2.970000029,0,31,83,153,663,1625,1,283,510
3977333714,2016-04-17,10415,6.96999979,6.96999979,0,0.6999999881,2.3499999049999998,3.920000076,0,11,58,205,600,1529,1,381,566
3977333714,2016-04-18,11663,7.800000191,7.800000191,0,0.25,3.7300000190000002,3.819999933,0,4,95,214,605,1584,2,412,522
3977333714,2016-04-19,12414,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,1638,1,219,395
3977333714,2016-04-20,11658,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164,845,1554,2,152,305
3977333714,2016-04-21,6093,4.079999924,4.079999924,0,0,0,4.059999943,0,0,0,242,712,1397,1,332,512
3977333714,2016-04-22,8911,5.9600000380000004,5.9600000380000004,0,2.329999924,0.5799999833,3.0599999429999998,0,33,12,188,731,1481,1,355,476
3977333714,2016-04-23,12058,8.069999695,8.069999695,0,0,4.21999979,3.8499999049999998,0,0,92,252,724,1638,1,235,372
3977333714,2016-04-24,14112,10,10,0,3.2699999809999998,4.559999943,2.170000076,0,30,95,129,660,1655,1,310,526
3977333714,2016-04-25,11177,8.479999542,8.479999542,0,5.6199998859999996,0.4300000072,2.410000086,0,50,9,133,781,1570,1,262,467
3977333714,2016-04-26,11388,7.6199998859999996,7.6199998859999996,0,0.4499999881,4.21999979,2.950000048,0,7,95,170,797,1551,1,250,371
3977333714,2016-04-27,7193,5.0399999619999996,5.0399999619999996,0,0,0.4199999869,4.6199998859999996,0,0,10,176,714,1377,1,349,540
3977333714,2016-04-28,7114,4.8800001140000004,4.8800001140000004,0,1.370000005,0.2899999917,3.220000029,0,15,8,190,804,1407,1,261,423
3977333714,2016-04-29,10645,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150,744,1545,1,333,478
3977333714,2016-04-30,13238,9.199999809,9.199999809,0,3.6900000570000002,2.0999999049999998,3.410000086,0,43,52,194,687,1650,1,237,382
3977333714,2016-05-01,10414,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124,691,1501,1,383,626
3977333714,2016-05-02,16520,11.05000019,11.05000019,0,1.539999962,6.480000019,3.0199999809999998,0,24,143,176,713,1760,1,230,384
3977333714,2016-05-03,14335,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258,594,1710,1,292,500
3977333714,2016-05-04,13559,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,1628,1,213,336
3977333714,2016-05-05,12312,8.5799999239999991,8.5799999239999991,0,1.75999999,4.110000134,2.710000038,0,14,88,178,680,1618,1,318,480
3977333714,2016-05-06,11677,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168,676,1590,1,323,512
3977333714,2016-05-07,11550,7.730000019,7.730000019,0,0,4.1300001140000004,3.589999914,0,0,86,208,703,1574,1,237,443
3977333714,2016-05-08,13585,9.090000153,9.090000153,0,0.6800000072,5.239999771,3.170000076,0,9,116,171,688,1633,2,259,456
3977333714,2016-05-10,13072,8.779999733,8.779999733,0,0.0700000003,5.400000095,3.3099999429999998,0,1,115,196,676,1630,1,312,452
4020332650,2016-04-12,8539,6.1199998859999996,6.1199998859999996,0,0.150000006,0.2399999946,5.679999828,0,4,15,331,712,3654,1,501,541
4020332650,2016-04-16,1982,1.419999957,1.419999957,0,0.4499999881,0.3700000048,0.5899999738,0,65,21,55,1222,3051,1,77,77
4020332650,2016-05-03,4496,3.220000029,3.220000029,0,0,0,3.1500000950000002,0.05000000075,0,0,174,950,2828,1,322,332
4020332650,2016-05-04,10252,7.349999905,7.349999905,0,0.6700000167,1.039999962,5.579999924,0,13,46,346,531,3879,1,478,536
4020332650,2016-05-05,11728,8.430000305,8.430000305,0,2.619999886,1.679999948,4.0399999619999996,0.0700000003,38,42,196,916,3429,1,226,248
4020332650,2016-05-06,4369,3.130000114,3.130000114,0,0,0,3.0999999049999998,0.009999999776,0,0,177,855,2704,1,385,408
4020332650,2016-05-08,5862,4.199999809,4.199999809,0,0,0,4.150000095,0,0,0,263,775,3089,1,364,402
4020332650,2016-05-10,5546,3.9800000190000002,3.9800000190000002,0,0,0,3.869999886,0.03999999911,0,0,206,774,2926,1,442,494
4319703577,2016-04-14,10210,6.8800001140000004,6.8800001140000004,0,0.1099999994,0.3300000131,6.440000057,0,1,9,339,589,2302,1,535,557
4319703577,2016-04-15,5664,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228,752,1985,1,465,491
4319703577,2016-04-16,4744,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194,724,1884,1,506,522
4319703577,2016-04-18,2276,1.549999952,1.549999952,0,0.0700000003,0.3300000131,1.120000005,0,1,9,58,824,1632,1,515,551
4319703577,2016-04-19,8925,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,2200,2,461,498
4319703577,2016-04-20,8954,6.010000229,6.010000229,0,0,0.6800000072,5.309999943,0,0,18,306,671,2220,1,523,543
4319703577,2016-04-21,3702,2.4800000190000002,2.4800000190000002,0,0,0,0.349999994,0,0,0,34,1265,1792,1,59,65
4319703577,2016-04-22,4500,3.0199999809999998,3.0199999809999998,0,0.05999999866,0.8100000024,2.1500000950000002,0,1,19,176,709,1886,1,533,550
4319703577,2016-04-23,4935,3.3099999429999998,3.3099999429999998,0,0,0,3.3099999429999998,0,0,0,233,546,1945,1,692,722
4319703577,2016-04-24,4081,2.74000001,2.74000001,0,0.05999999866,0.200000003,2.470000029,0,1,5,191,692,1880,1,467,501
4319703577,2016-04-25,9259,6.2100000380000004,6.2100000380000004,0,0,0.2800000012,5.929999828,0,0,8,390,544,2314,1,488,506
4319703577,2016-04-26,9899,6.639999866,6.639999866,0,0.5699999928,0.9200000167,5.150000095,0,8,21,288,649,2236,1,505,516
4319703577,2016-04-27,10780,7.230000019,7.230000019,0,0.4099999964,1.919999957,4.909999847,0,6,47,300,680,2324,1,286,307
4319703577,2016-04-28,10817,7.28000021,7.28000021,0,1.00999999,0.3300000131,5.940000057,0,13,8,359,552,2367,1,497,522
4319703577,2016-04-29,7990,5.360000134,5.360000134,0,0.4499999881,0.7900000215,4.1199998859999996,0,6,18,289,624,2175,1,523,546
4319703577,2016-04-30,8221,5.519999981,5.519999981,0,0.400000006,1.610000014,3.50999999,0,6,38,196,695,2092,1,490,516
4319703577,2016-05-01,1251,0.8399999738,0.8399999738,0,0,0,0.8399999738,0,0,0,67,836,1593,1,484,500
4319703577,2016-05-02,9261,6.239999771,6.239999771,0,0,0.4399999976,5.7100000380000004,0,0,11,344,585,2270,1,478,506
4319703577,2016-05-03,9648,6.46999979,6.46999979,0,0.5799999833,1.070000052,4.829999924,0,8,26,287,669,2235,1,474,512
4319703577,2016-05-06,9524,6.420000076,6.420000076,0,0.4099999964,0.4699999988,5.4600000380000004,0,6,11,314,692,2266,1,450,491
4319703577,2016-05-07,7937,5.329999924,5.329999924,0,0.1899999976,1.049999952,4.079999924,0,3,28,279,586,2158,1,507,530
4319703577,2016-05-08,3672,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,153,603,1792,1,602,638
4319703577,2016-05-09,10378,6.9600000380000004,6.9600000380000004,0,0.1400000006,0.5600000024,6.25,0,2,14,374,490,2345,1,535,565
4319703577,2016-05-10,9487,6.3699998859999996,6.3699998859999996,0,0.2099999934,0.4600000083,5.699999809,0,3,12,329,555,2260,1,487,517
4319703577,2016-05-11,9129,6.1300001140000004,6.1300001140000004,0,0.200000003,0.7400000095,5.179999828,0,3,18,311,574,2232,1,529,558
4319703577,2016-05-12,17,0.009999999776,0.009999999776,0,0,0,0.009999999776,0,0,0,2,0,257,1,302,321
4388161847,2016-04-15,8758,6.730000019,6.730000019,0,0,0,6.730000019,0,0,0,299,837,3066,1,499,526
4388161847,2016-04-16,6580,5.059999943,5.059999943,0,0.2099999934,0.400000006,4.449999809,0,6,9,253,609,3073,2,426,448
4388161847,2016-04-17,4660,3.579999924,3.579999924,0,0,0,3.579999924,0,0,0,201,721,2572,2,619,641
4388161847,2016-04-18,11009,9.100000381,9.100000381,0,3.5599999429999998,0.400000006,5.139999866,0,27,8,239,1017,3274,1,99,104
4388161847,2016-04-19,10181,7.829999924,7.829999924,0,1.370000005,0.6899999976,5.769999981,0,20,16,249,704,3015,1,329,338
4388161847,2016-04-20,10553,8.119999886,8.119999886,0,1.100000024,1.720000029,5.2899999619999996,0,19,42,228,696,3083,1,421,451
4388161847,2016-04-21,10055,7.730000019,7.730000019,0,0.3700000048,0.3899999857,6.980000019,0,7,12,272,853,3069,1,442,458
4388161847,2016-04-22,12139,9.340000153,9.340000153,0,3.299999952,1.110000014,4.920000076,0,77,25,220,945,3544,1,82,85
4388161847,2016-04-23,13236,10.18000031,10.18000031,0,4.5,0.3199999928,5.349999905,0,58,5,215,749,3306,1,478,501
4388161847,2016-04-24,10243,7.8800001140000004,7.8800001140000004,0,1.080000043,0.5099999905,6.300000191,0,14,8,239,584,2885,3,552,595
4388161847,2016-04-26,9461,7.28000021,7.28000021,0,0.9399999976,1.059999943,5.269999981,0,14,23,224,673,2929,1,319,346
4388161847,2016-04-27,11193,8.609999657,8.609999657,0,0.6999999881,2.50999999,5.389999866,0,11,48,241,684,3074,1,439,500
4388161847,2016-04-28,10074,7.75,7.75,0,1.289999962,0.4300000072,6.03000021,0,19,9,234,878,2969,1,428,458
4388161847,2016-04-30,12533,9.640000343,9.640000343,0,0.6999999881,2,6.940000057,0,14,43,300,537,3283,2,409,430
4388161847,2016-05-01,10255,7.889999866,7.889999866,0,1.00999999,0.6800000072,6.199999809,0,12,15,241,579,2926,1,547,597
4388161847,2016-05-02,10096,8.399999619,8.399999619,0,3.7699999809999998,0.07999999821,4.550000191,0,33,4,204,935,3147,2,368,376
4388161847,2016-05-04,12375,9.520000458,9.520000458,0,2.789999962,0.9300000072,5.800000191,0,35,21,251,632,3162,1,390,414
4388161847,2016-05-05,9603,7.3800001140000004,7.3800001140000004,0,0.6299999952,1.669999957,5.090000153,0,12,39,199,896,2899,1,471,495
4388161847,2016-05-07,22770,17.54000092,17.54000092,0,9.449999809,2.7699999809999998,5.329999924,0,120,56,260,508,4022,1,472,496
4388161847,2016-05-08,17298,14.38000011,14.38000011,0,9.890000343,1.25999999,3.2300000190000002,0,107,38,178,576,3934,2,529,541
4388161847,2016-05-09,10218,7.860000134,7.860000134,0,0.3400000036,0.7300000191,6.7899999619999996,0,6,19,258,1020,3013,1,62,65
4388161847,2016-05-10,10299,7.920000076,7.920000076,0,0.8100000024,0.6499999762,6.4600000380000004,0,13,14,267,648,3061,1,354,375
4388161847,2016-05-11,10201,7.840000153,7.840000153,0,0.5299999714,0.7900000215,6.53000021,0,8,18,256,858,2954,1,469,494
4445114986,2016-04-12,3276,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,196,787,2113,2,429,457
4445114986,2016-04-13,2961,1.99000001,1.99000001,0,0,0,1.99000001,0,0,0,194,840,2095,2,370,406
4445114986,2016-04-14,3974,2.670000076,2.670000076,0,0,0,2.670000076,0,0,0,231,717,2194,1,441,492
4445114986,2016-04-15,7198,4.829999924,4.829999924,0,0,0,4.829999924,0,0,0,350,711,2496,2,337,379
4445114986,2016-04-16,3945,2.6500000950000002,2.6500000950000002,0,0,0,2.6500000950000002,0,0,0,225,716,2180,1,462,499
4445114986,2016-04-17,2268,1.519999981,1.519999981,0,0,0,1.519999981,0,0,0,114,1219,1933,1,98,107
4445114986,2016-04-19,2064,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,121,895,1954,2,388,424
4445114986,2016-04-20,2072,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,137,841,1974,1,439,462
4445114986,2016-04-21,3809,2.5599999429999998,2.5599999429999998,0,0,0,2.539999962,0,0,0,215,756,2150,1,436,469
4445114986,2016-04-22,6831,4.579999924,4.579999924,0,0,0,4.579999924,0,0,0,317,706,2432,1,388,417
4445114986,2016-04-25,3385,2.2699999809999998,2.2699999809999998,0,0,0,2.2699999809999998,0,0,0,179,916,2070,1,328,345
4445114986,2016-04-26,6326,4.409999847,4.409999847,0,2.410000086,0.03999999911,1.960000038,0,29,1,180,839,2291,2,353,391
4445114986,2016-04-27,7243,5.03000021,5.03000021,0,2.619999886,0.02999999933,2.380000114,0,32,1,194,839,2361,1,332,374
4445114986,2016-04-28,4493,3.00999999,3.00999999,0,0,0,3.00999999,0,0,0,236,762,2203,1,419,442
4445114986,2016-04-29,4676,3.140000105,3.140000105,0,0,0,3.130000114,0,0,0,226,1106,2196,1,106,108
4445114986,2016-04-30,6222,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,290,797,2363,1,322,353
4445114986,2016-05-01,5232,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,240,741,2246,2,439,459
4445114986,2016-05-02,6910,4.75,4.75,0,2.210000038,0.1899999976,2.3499999049999998,0,27,4,200,667,2336,1,502,542
4445114986,2016-05-03,7502,5.179999828,5.179999828,0,2.4800000190000002,0.1099999994,2.579999924,0,30,2,233,725,2421,2,417,450
4445114986,2016-05-04,2923,1.960000038,1.960000038,0,0,0,1.960000038,0,0,0,180,897,2070,2,337,363
4445114986,2016-05-05,3800,2.549999952,2.549999952,0,0.1199999973,0.2399999946,2.180000067,0,2,6,185,734,2120,2,462,513
4445114986,2016-05-06,4514,3.029999971,3.029999971,0,0,0,3.029999971,0,0,0,229,809,2211,2,374,402
4445114986,2016-05-07,5183,3.589999914,3.589999914,0,2.130000114,0.1899999976,1.25,0,26,4,108,866,2123,2,401,436
4445114986,2016-05-08,7303,4.900000095,4.900000095,0,0,0.25,4.650000095,0,0,8,308,733,2423,1,361,391
4445114986,2016-05-09,5275,3.539999962,3.539999962,0,0,0,3.539999962,0,0,0,266,641,2281,1,457,533
4445114986,2016-05-10,3915,2.630000114,2.630000114,0,0,0,2.630000114,0,0,0,231,783,2181,1,405,426
4445114986,2016-05-11,9105,6.110000134,6.110000134,0,2.25,1,2.859999895,0,34,22,232,622,2499,1,499,530
4445114986,2016-05-12,768,0.5199999809,0.5199999809,0,0,0,0.5199999809,0,0,0,58,380,1212,1,483,501
4558609924,2016-04-21,13743,9.0799999239999991,9.0799999239999991,0,0.4199999869,0.9700000286,7.699999809,0,6,21,432,844,2486,1,126,137
4558609924,2016-04-26,9148,6.050000191,6.050000191,0,0.4300000072,2.029999971,3.589999914,0,12,41,283,1062,2223,1,103,121
4558609924,2016-04-29,7833,5.179999828,5.179999828,0,1.019999981,1.850000024,2.3099999429999998,0,15,29,197,1096,1918,1,171,179
4558609924,2016-05-01,3428,2.2699999809999998,2.2699999809999998,0,0,0,2.2699999809999998,0,0,0,190,1121,1692,1,115,129
4558609924,2016-05-08,6543,4.329999924,4.329999924,0,1.799999952,0.5,2.0199999809999998,0,66,35,238,1019,2666,1,123,134
4702921684,2016-04-12,7213,5.8800001140000004,5.8800001140000004,0,0,0,5.849999905,0,0,0,263,718,2947,1,425,439
4702921684,2016-04-13,6877,5.579999924,5.579999924,0,0,0,5.579999924,0,0,0,258,777,2898,2,400,430
4702921684,2016-04-14,7860,6.3699998859999996,6.3699998859999996,0,0,0,6.3699998859999996,0,0,0,271,772,2984,1,384,415
4702921684,2016-04-15,6506,5.28000021,5.28000021,0,0.0700000003,0.4199999869,4.7899999619999996,0,1,8,256,944,2896,1,253,257
4702921684,2016-04-16,11140,9.029999733,9.029999733,0,0.2399999946,1.25,7.5399999619999996,0,3,24,335,556,3328,2,382,406
4702921684,2016-04-17,12692,10.28999996,10.28999996,0,0.9599999785,3.460000038,5.8800001140000004,0,12,66,302,437,3394,1,591,612
4702921684,2016-04-18,9105,7.3800001140000004,7.3800001140000004,0,1.820000052,1.49000001,4.070000172,0,22,30,191,890,3013,1,293,312
4702921684,2016-04-19,6708,5.440000057,5.440000057,0,0.8799999952,0.3700000048,4.190000057,0,10,8,179,757,2812,1,457,487
4702921684,2016-04-20,8793,7.1300001140000004,7.1300001140000004,0,0.1599999964,1.230000019,5.730000019,0,2,29,260,717,3061,1,454,468
4702921684,2016-04-21,6530,5.300000191,5.300000191,0,0.3100000024,2.049999952,2.9400000570000002,0,4,41,144,901,2729,1,425,434
4702921684,2016-04-23,15126,12.27000046,12.27000046,0,0.7599999905,3.24000001,8.270000458,0,9,66,408,469,3691,1,465,475
